id_pedido,id_usuario,fecha_hora_pedido,pais,dispositivo,fuente_referencia,nombre_producto,cantidad,precio_unitario,monto_descuento,monto_total,categoria_producto,costo_unitario,proveedor,costo_total,margen_bruto
order_562,user_6339,2025-01-05,Colombia,mobile,social,Jacket-Winter-M,2.0,213.3,10.0,416.6,Moda,189.31,Mcmillan-Rhodes,378.62,37.98000000000002
order_563,user_2874,2025-01-04,Argentina,desktop,social,Jacket-Winter-M,2.0,197.53,0.0,395.06,Moda,189.31,Mcmillan-Rhodes,378.62,16.439999999999998
order_564,user_6322,2025-02-19,Colombia,desktop,organic,Laptop-Gaming-16GB,1.0,338.93,0.0,338.93,Electrónica,280.68,"Fuller, Pena and Myers",280.68,58.25
order_565,user_6329,2025-01-17,Argentina,mobile,paid_search,Jacket-Winter-M,1.0,401.98,5.0,396.98,Moda,189.31,Mcmillan-Rhodes,189.31,207.67000000000002
order_566,user_2406,2025-01-25,Mexico,mobile,organic,Sneakers-Urban-42,2.0,40.33,0.0,80.66,Moda,17.21,Greene-Smith,34.42,46.239999999999995
order_567,user_7394,2025-06-20,Argentina,mobile,social,Blender-XL-Red,1.0,451.02,0.0,451.02,Hogar,176.64,Long-Reid,176.64,274.38
order_568,user_3218,2025-02-12,Mexico,mobile,organic,Sneakers-Urban-42,1.0,160.79,0.0,160.79,Moda,17.21,Greene-Smith,17.21,143.57999999999998
order_569,user_1823,2025-05-12,Colombia,desktop,paid_search,Sneakers-Urban-42,2.0,60.24,0.0,120.48,Moda,17.21,Greene-Smith,34.42,86.06
order_570,user_3938,2025-03-25,Mexico,mobile,paid_search,Sneakers-Urban-42,1.0,190.05,0.0,190.05,Moda,17.21,Greene-Smith,17.21,172.84
order_571,user_7398,2025-06-10,Colombia,mobile,social,Jacket-Winter-M,2.0,491.12,0.0,982.24,Moda,189.31,Mcmillan-Rhodes,378.62,603.62
order_572,user_7968,2025-02-23,Argentina,desktop,organic,Jacket-Winter-M,2.0,114.5,0.0,229.0,Moda,189.31,Mcmillan-Rhodes,378.62,-149.62
order_573,user_7579,2025-04-12,Colombia,desktop,paid_search,Phone-Pro-128GB,2.0,260.38,5.0,515.76,Electrónica,10.12,King Ltd,20.24,495.52
order_574,user_3715,2025-01-31,Argentina,mobile,social,Jacket-Winter-M,1.0,330.65,0.0,330.65,Moda,189.31,Mcmillan-Rhodes,189.31,141.33999999999997
order_575,user_7732,2025-01-28,Argentina,desktop,social,Laptop-Gaming-16GB,1.0,46.5,5.0,41.5,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-239.18
order_576,user_4126,2025-02-14,Colombia,desktop,organic,Phone-Pro-128GB,2.0,307.35,10.0,604.7,Electrónica,10.12,King Ltd,20.24,584.46
order_577,user_1084,2025-06-17,Argentina,desktop,organic,Phone-Pro-128GB,2.0,45.61,5.0,86.22,Electrónica,10.12,King Ltd,20.24,65.98
order_578,user_7341,2025-04-10,Colombia,mobile,social,Sneakers-Urban-42,2.0,142.27,5.0,279.54,Moda,17.21,Greene-Smith,34.42,245.12
order_579,user_47,2025-02-26,Mexico,mobile,organic,Sneakers-Urban-42,1.0,181.64,0.0,181.64,Moda,17.21,Greene-Smith,17.21,164.42999999999998
order_580,user_7460,2025-03-13,Colombia,desktop,paid_search,Blender-XL-Red,1.0,203.01,0.0,203.01,Hogar,176.64,Long-Reid,176.64,26.370000000000005
order_581,user_1032,2025-04-05,Argentina,mobile,organic,Jacket-Winter-M,2.0,431.95,10.0,853.9,Moda,189.31,Mcmillan-Rhodes,378.62,475.28
order_582,user_2431,2025-02-25,Argentina,desktop,paid_search,Jacket-Winter-M,1.0,80.85,0.0,80.85,Moda,189.31,Mcmillan-Rhodes,189.31,-108.46000000000001
order_583,user_5242,2025-06-03,Colombia,mobile,social,Jacket-Winter-M,1.0,107.09,5.0,102.09,Moda,189.31,Mcmillan-Rhodes,189.31,-87.22
order_584,user_3940,2025-01-27,Mexico,desktop,social,Vacuum-Pro-Black,2.0,172.99,10.0,335.98,Hogar,16.6,"Rivera, Carr and Finley",33.2,302.78000000000003
order_585,user_4760,2025-05-26,Argentina,desktop,organic,Blender-XL-Red,2.0,243.17,0.0,486.34,Hogar,176.64,Long-Reid,353.28,133.06
order_586,user_6635,2025-01-25,Colombia,desktop,paid_search,Blender-XL-Red,1.0,274.65,5.0,269.65,Hogar,176.64,Long-Reid,176.64,93.00999999999999
order_587,user_1463,2025-06-11,Argentina,mobile,paid_search,Blender-XL-Red,2.0,485.16,0.0,970.32,Hogar,176.64,Long-Reid,353.28,617.0400000000001
order_588,user_7446,2025-06-23,Colombia,mobile,paid_search,Vacuum-Pro-Black,2.0,408.07,10.0,806.14,Hogar,16.6,"Rivera, Carr and Finley",33.2,772.9399999999999
order_589,user_5738,2025-06-27,Argentina,desktop,social,Vacuum-Pro-Black,2.0,49.32,0.0,98.64,Hogar,16.6,"Rivera, Carr and Finley",33.2,65.44
order_590,user_2109,2025-02-14,Argentina,desktop,organic,Laptop-Gaming-16GB,2.0,87.5,0.0,175.0,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-386.36
order_591,user_2266,2025-06-26,Mexico,mobile,organic,Phone-Pro-128GB,2.0,203.22,5.0,401.44,Electrónica,10.12,King Ltd,20.24,381.2
order_592,user_4063,2025-06-20,Argentina,desktop,organic,Blender-XL-Red,2.0,282.42,10.0,554.84,Hogar,176.64,Long-Reid,353.28,201.56000000000006
order_593,user_3227,2025-03-27,Colombia,mobile,paid_search,Vacuum-Pro-Black,1.0,314.09,0.0,314.09,Hogar,16.6,"Rivera, Carr and Finley",16.6,297.48999999999995
order_594,user_6412,2025-05-30,Mexico,desktop,organic,Vacuum-Pro-Black,2.0,443.5,0.0,887.0,Hogar,16.6,"Rivera, Carr and Finley",33.2,853.8
order_595,user_995,2025-05-11,Argentina,desktop,social,Tablet-Standard-64GB,2.0,337.8,0.0,675.6,Electrónica,25.21,Bowers LLC,50.42,625.1800000000001
order_596,user_4797,2025-03-01,Mexico,desktop,paid_search,Tablet-Standard-64GB,2.0,20.96,0.0,41.92,Electrónica,25.21,Bowers LLC,50.42,-8.5
order_597,user_2076,2025-06-30,Mexico,desktop,paid_search,Jacket-Winter-M,1.0,188.29,5.0,183.29,Moda,189.31,Mcmillan-Rhodes,189.31,-6.02000000000001
order_598,user_803,2025-03-01,Mexico,desktop,organic,Vacuum-Pro-Black,1.0,361.06,10.0,351.06,Hogar,16.6,"Rivera, Carr and Finley",16.6,334.46
order_599,user_3520,2025-02-01,Colombia,mobile,social,Laptop-Gaming-16GB,2.0,88.41,0.0,176.82,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-384.54
order_600,user_7282,2025-04-20,Argentina,mobile,organic,Blender-XL-Red,1.0,285.12,5.0,280.12,Hogar,176.64,Long-Reid,176.64,103.48000000000002
order_601,user_7105,2025-06-08,Argentina,desktop,social,Vacuum-Pro-Black,1.0,40.72,0.0,40.72,Hogar,16.6,"Rivera, Carr and Finley",16.6,24.119999999999997
order_602,user_5255,2025-02-05,Argentina,desktop,social,Blender-XL-Red,2.0,292.64,15.0,570.28,Hogar,176.64,Long-Reid,353.28,217.0
order_603,user_4457,2025-03-17,Mexico,mobile,organic,Laptop-Gaming-16GB,1.0,354.13,0.0,354.13,Electrónica,280.68,"Fuller, Pena and Myers",280.68,73.44999999999999
order_604,user_5214,2025-04-07,Argentina,mobile,social,Sneakers-Urban-42,1.0,227.01,0.0,227.01,Moda,17.21,Greene-Smith,17.21,209.79999999999998
order_605,user_398,2025-01-10,Colombia,desktop,organic,Vacuum-Pro-Black,2.0,432.81,10.0,855.62,Hogar,16.6,"Rivera, Carr and Finley",33.2,822.42
order_606,user_5054,2025-06-03,Argentina,desktop,paid_search,Blender-XL-Red,1.0,472.09,10.0,462.09,Hogar,176.64,Long-Reid,176.64,285.45
order_607,user_7601,2025-04-24,Colombia,mobile,organic,Blender-XL-Red,2.0,337.24,0.0,674.48,Hogar,176.64,Long-Reid,353.28,321.20000000000005
order_608,user_4264,2025-03-26,Colombia,desktop,paid_search,Sneakers-Urban-42,1.0,94.73,5.0,89.73,Moda,17.21,Greene-Smith,17.21,72.52000000000001
order_609,user_4381,2025-03-23,Colombia,desktop,organic,Jacket-Winter-M,1.0,162.43,10.0,152.43,Moda,189.31,Mcmillan-Rhodes,189.31,-36.879999999999995
order_610,user_7959,2025-01-11,Argentina,desktop,social,Sneakers-Urban-42,2.0,89.29,0.0,178.58,Moda,17.21,Greene-Smith,34.42,144.16000000000003
order_611,user_3612,2025-04-17,Argentina,desktop,social,Blender-XL-Red,2.0,173.44,0.0,346.88,Hogar,176.64,Long-Reid,353.28,-6.399999999999977
order_612,user_6945,2025-03-15,Mexico,mobile,paid_search,Vacuum-Pro-Black,2.0,495.1,0.0,990.2,Hogar,16.6,"Rivera, Carr and Finley",33.2,957.0
order_613,user_2484,2025-02-28,Argentina,desktop,paid_search,Sneakers-Urban-42,2.0,491.28,0.0,982.56,Moda,17.21,Greene-Smith,34.42,948.14
order_614,user_5269,2025-03-26,Colombia,desktop,organic,Sneakers-Urban-42,1.0,424.68,0.0,424.68,Moda,17.21,Greene-Smith,17.21,407.47
order_615,user_2395,2025-02-22,Colombia,mobile,paid_search,Blender-XL-Red,1.0,252.59,10.0,242.59,Hogar,176.64,Long-Reid,176.64,65.95000000000002
order_616,user_1313,2025-06-20,Argentina,mobile,organic,Vacuum-Pro-Black,1.0,272.97,10.0,262.97,Hogar,16.6,"Rivera, Carr and Finley",16.6,246.37000000000003
order_617,user_4864,2025-06-25,Colombia,mobile,social,Phone-Pro-128GB,1.0,337.36,10.0,327.36,Electrónica,10.12,King Ltd,10.12,317.24
order_618,user_4185,2025-02-26,Colombia,desktop,paid_search,Blender-XL-Red,2.0,313.64,5.0,622.28,Hogar,176.64,Long-Reid,353.28,269.0
order_619,user_7274,2025-04-08,Argentina,desktop,paid_search,Laptop-Gaming-16GB,1.0,86.32,5.0,81.32,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-199.36
order_620,user_1190,2025-02-16,Mexico,mobile,social,Phone-Pro-128GB,2.0,432.44,0.0,864.88,Electrónica,10.12,King Ltd,20.24,844.64
order_621,user_3422,2025-01-02,Argentina,mobile,organic,Jacket-Winter-M,1.0,299.36,5.0,294.36,Moda,189.31,Mcmillan-Rhodes,189.31,105.05000000000001
order_622,user_2911,2025-05-06,Argentina,mobile,paid_search,Jacket-Winter-M,2.0,439.37,0.0,878.74,Moda,189.31,Mcmillan-Rhodes,378.62,500.12
order_623,user_6471,2025-02-19,Argentina,desktop,paid_search,Jacket-Winter-M,2.0,158.56,0.0,317.12,Moda,189.31,Mcmillan-Rhodes,378.62,-61.5
order_624,user_5945,2025-02-06,Colombia,desktop,social,Vacuum-Pro-Black,2.0,291.62,0.0,583.24,Hogar,16.6,"Rivera, Carr and Finley",33.2,550.04
order_625,user_7823,2025-02-02,Mexico,mobile,social,Sneakers-Urban-42,1.0,171.61,0.0,171.61,Moda,17.21,Greene-Smith,17.21,154.4
order_626,user_5934,2025-06-01,Colombia,desktop,organic,Sneakers-Urban-42,1.0,417.34,0.0,417.34,Moda,17.21,Greene-Smith,17.21,400.13
order_627,user_3860,2025-02-22,Mexico,desktop,paid_search,Phone-Pro-128GB,2.0,479.46,10.0,948.92,Electrónica,10.12,King Ltd,20.24,928.68
order_628,user_2802,2025-01-21,Colombia,mobile,paid_search,Tablet-Standard-64GB,2.0,455.47,15.0,895.94,Electrónica,25.21,Bowers LLC,50.42,845.5200000000001
order_629,user_1021,2025-04-30,Mexico,mobile,social,Tablet-Standard-64GB,1.0,483.51,0.0,483.51,Electrónica,25.21,Bowers LLC,25.21,458.3
order_630,user_6720,2025-02-20,Argentina,desktop,social,Vacuum-Pro-Black,2.0,53.12,0.0,106.24,Hogar,16.6,"Rivera, Carr and Finley",33.2,73.03999999999999
order_631,user_1264,2025-02-15,Colombia,mobile,social,Laptop-Gaming-16GB,2.0,219.67,0.0,439.34,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-122.02000000000004
order_632,user_1260,2025-03-19,Argentina,desktop,paid_search,Jacket-Winter-M,2.0,124.39,0.0,248.78,Moda,189.31,Mcmillan-Rhodes,378.62,-129.84
order_633,user_6709,2025-04-25,Colombia,mobile,paid_search,Phone-Pro-128GB,2.0,89.22,0.0,178.44,Electrónica,10.12,King Ltd,20.24,158.2
order_634,user_1923,2025-02-21,Mexico,mobile,paid_search,Tablet-Standard-64GB,1.0,485.66,0.0,485.66,Electrónica,25.21,Bowers LLC,25.21,460.45000000000005
order_635,user_5471,2025-05-04,Argentina,desktop,social,Phone-Pro-128GB,2.0,429.84,0.0,859.68,Electrónica,10.12,King Ltd,20.24,839.4399999999999
order_636,user_710,2025-04-03,Colombia,desktop,social,Vacuum-Pro-Black,1.0,483.81,0.0,483.81,Hogar,16.6,"Rivera, Carr and Finley",16.6,467.21
order_637,user_480,2025-02-12,Argentina,desktop,social,Tablet-Standard-64GB,2.0,412.0,10.0,814.0,Electrónica,25.21,Bowers LLC,50.42,763.58
order_638,user_6397,2025-04-19,Colombia,mobile,social,Laptop-Gaming-16GB,1.0,43.23,10.0,33.23,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-247.45000000000002
order_639,user_2651,2025-04-21,Mexico,desktop,social,Phone-Pro-128GB,1.0,380.07,15.0,365.07,Electrónica,10.12,King Ltd,10.12,354.95
order_640,user_5480,2025-05-04,Argentina,desktop,organic,Tablet-Standard-64GB,2.0,259.56,5.0,514.12,Electrónica,25.21,Bowers LLC,50.42,463.7
order_641,user_4838,2025-04-08,Colombia,desktop,paid_search,Tablet-Standard-64GB,1.0,452.74,10.0,442.74,Electrónica,25.21,Bowers LLC,25.21,417.53000000000003
order_642,user_7189,2025-01-22,Colombia,mobile,organic,Blender-XL-Red,2.0,298.49,10.0,586.98,Hogar,176.64,Long-Reid,353.28,233.70000000000005
order_643,user_4322,2025-03-18,Argentina,desktop,organic,Jacket-Winter-M,1.0,423.75,10.0,413.75,Moda,189.31,Mcmillan-Rhodes,189.31,224.44
order_644,user_5180,2025-02-09,Argentina,mobile,social,Vacuum-Pro-Black,1.0,254.19,0.0,254.19,Hogar,16.6,"Rivera, Carr and Finley",16.6,237.59
order_645,user_654,2025-02-14,Colombia,desktop,organic,Laptop-Gaming-16GB,1.0,33.54,10.0,23.54,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-257.14
order_646,user_4837,2025-04-29,Colombia,mobile,organic,Phone-Pro-128GB,2.0,380.38,0.0,760.76,Electrónica,10.12,King Ltd,20.24,740.52
order_647,user_1610,2025-03-14,Argentina,desktop,paid_search,Blender-XL-Red,1.0,255.14,0.0,255.14,Hogar,176.64,Long-Reid,176.64,78.5
order_648,user_577,2025-06-05,Argentina,desktop,social,Sneakers-Urban-42,2.0,35.24,0.0,70.48,Moda,17.21,Greene-Smith,34.42,36.06
order_649,user_4665,2025-03-27,Mexico,mobile,organic,Sneakers-Urban-42,1.0,431.87,0.0,431.87,Moda,17.21,Greene-Smith,17.21,414.66
order_650,user_3662,2025-05-01,Colombia,desktop,social,Tablet-Standard-64GB,2.0,337.38,0.0,674.76,Electrónica,25.21,Bowers LLC,50.42,624.34
order_651,user_7381,2025-02-18,Mexico,desktop,paid_search,Jacket-Winter-M,1.0,170.29,0.0,170.29,Moda,189.31,Mcmillan-Rhodes,189.31,-19.02000000000001
order_652,user_7969,2025-05-09,Colombia,mobile,paid_search,Blender-XL-Red,2.0,251.18,0.0,502.36,Hogar,176.64,Long-Reid,353.28,149.08000000000004
order_653,user_7475,2025-04-06,Mexico,desktop,paid_search,Blender-XL-Red,1.0,259.3,10.0,249.3,Hogar,176.64,Long-Reid,176.64,72.66000000000003
order_654,user_4343,2025-04-17,Argentina,desktop,social,Phone-Pro-128GB,2.0,453.61,5.0,902.22,Electrónica,10.12,King Ltd,20.24,881.98
order_655,user_2312,2025-04-06,Argentina,desktop,social,Laptop-Gaming-16GB,1.0,135.02,5.0,130.02,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-150.66
order_656,user_5753,2025-03-20,Argentina,mobile,paid_search,Sneakers-Urban-42,2.0,32.29,0.0,64.58,Moda,17.21,Greene-Smith,34.42,30.159999999999997
order_657,user_3817,2025-05-31,Mexico,desktop,social,Sneakers-Urban-42,1.0,325.4,0.0,325.4,Moda,17.21,Greene-Smith,17.21,308.19
order_658,user_4628,2025-01-10,Argentina,desktop,paid_search,Blender-XL-Red,1.0,269.59,5.0,264.59,Hogar,176.64,Long-Reid,176.64,87.94999999999999
order_659,user_6103,2025-02-01,Argentina,desktop,paid_search,Jacket-Winter-M,1.0,192.84,5.0,187.84,Moda,189.31,Mcmillan-Rhodes,189.31,-1.4699999999999989
order_660,user_2309,2025-05-25,Colombia,desktop,organic,Sneakers-Urban-42,2.0,182.48,0.0,364.96,Moda,17.21,Greene-Smith,34.42,330.53999999999996
order_661,user_3308,2025-04-22,Mexico,mobile,paid_search,Jacket-Winter-M,1.0,123.58,5.0,118.58,Moda,189.31,Mcmillan-Rhodes,189.31,-70.73
order_662,user_7701,2025-03-31,Argentina,desktop,organic,Tablet-Standard-64GB,1.0,31.65,0.0,31.65,Electrónica,25.21,Bowers LLC,25.21,6.439999999999998
order_663,user_4815,2025-05-06,Mexico,mobile,paid_search,Vacuum-Pro-Black,1.0,426.05,5.0,421.05,Hogar,16.6,"Rivera, Carr and Finley",16.6,404.45
order_664,user_496,2025-04-05,Mexico,mobile,organic,Blender-XL-Red,1.0,387.14,0.0,387.14,Hogar,176.64,Long-Reid,176.64,210.5
order_665,user_5219,2025-06-16,Colombia,mobile,social,Tablet-Standard-64GB,1.0,148.42,5.0,143.42,Electrónica,25.21,Bowers LLC,25.21,118.20999999999998
order_666,user_7911,2025-04-19,Colombia,mobile,paid_search,Laptop-Gaming-16GB,1.0,144.52,0.0,144.52,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-136.16
order_667,user_4226,2025-03-04,Mexico,desktop,organic,Blender-XL-Red,2.0,43.8,0.0,87.6,Hogar,176.64,Long-Reid,353.28,-265.67999999999995
order_668,user_916,2025-04-03,Mexico,desktop,organic,Sneakers-Urban-42,1.0,183.03,10.0,173.03,Moda,17.21,Greene-Smith,17.21,155.82
order_669,user_6798,2025-06-23,Colombia,desktop,paid_search,Blender-XL-Red,1.0,141.0,5.0,136.0,Hogar,176.64,Long-Reid,176.64,-40.639999999999986
order_670,user_1738,2025-06-20,Argentina,desktop,social,Laptop-Gaming-16GB,2.0,51.1,0.0,102.2,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-459.16
order_671,user_6533,2025-03-08,Mexico,desktop,paid_search,Vacuum-Pro-Black,2.0,159.64,10.0,309.28,Hogar,16.6,"Rivera, Carr and Finley",33.2,276.08
order_672,user_2106,2025-06-24,Mexico,mobile,paid_search,Blender-XL-Red,1.0,449.7,5.0,444.7,Hogar,176.64,Long-Reid,176.64,268.06
order_673,user_1228,2025-03-05,Colombia,mobile,organic,Sneakers-Urban-42,2.0,201.11,5.0,397.22,Moda,17.21,Greene-Smith,34.42,362.8
order_674,user_6030,2025-06-19,Mexico,mobile,social,Sneakers-Urban-42,2.0,296.38,0.0,592.76,Moda,17.21,Greene-Smith,34.42,558.34
order_675,user_4895,2025-01-04,Mexico,desktop,paid_search,Jacket-Winter-M,2.0,288.69,15.0,562.38,Moda,189.31,Mcmillan-Rhodes,378.62,183.76
order_676,user_7975,2025-01-24,Mexico,mobile,social,Tablet-Standard-64GB,2.0,224.55,0.0,449.1,Electrónica,25.21,Bowers LLC,50.42,398.68
order_677,user_3261,2025-04-09,Colombia,desktop,organic,Tablet-Standard-64GB,2.0,316.67,10.0,623.34,Electrónica,25.21,Bowers LLC,50.42,572.9200000000001
order_678,user_6325,2025-05-31,Colombia,mobile,social,Sneakers-Urban-42,2.0,223.46,0.0,446.92,Moda,17.21,Greene-Smith,34.42,412.5
order_679,user_6050,2025-01-21,Argentina,desktop,social,Blender-XL-Red,2.0,429.17,5.0,853.34,Hogar,176.64,Long-Reid,353.28,500.06000000000006
order_680,user_7375,2025-02-18,Mexico,mobile,paid_search,Jacket-Winter-M,1.0,192.63,0.0,192.63,Moda,189.31,Mcmillan-Rhodes,189.31,3.319999999999993
order_681,user_673,2025-02-12,Argentina,desktop,social,Tablet-Standard-64GB,1.0,228.92,5.0,223.92,Electrónica,25.21,Bowers LLC,25.21,198.70999999999998
order_682,user_301,2025-03-06,Mexico,mobile,organic,Phone-Pro-128GB,1.0,98.02,10.0,88.02,Electrónica,10.12,King Ltd,10.12,77.89999999999999
order_683,user_1341,2025-05-09,Colombia,desktop,paid_search,Blender-XL-Red,2.0,256.13,0.0,512.26,Hogar,176.64,Long-Reid,353.28,158.98000000000002
order_684,user_3085,2025-06-18,Mexico,desktop,paid_search,Laptop-Gaming-16GB,1.0,93.06,10.0,83.06,Electrónica,280.68,"Fuller, Pena and Myers",280.68,-197.62
order_685,user_3807,2025-05-31,Mexico,mobile,paid_search,Blender-XL-Red,1.0,426.43,0.0,426.43,Hogar,176.64,Long-Reid,176.64,249.79000000000002
order_686,user_400,2025-04-16,Argentina,mobile,social,Jacket-Winter-M,1.0,339.58,5.0,334.58,Moda,189.31,Mcmillan-Rhodes,189.31,145.26999999999998
order_687,user_7357,2025-01-23,Colombia,mobile,paid_search,Jacket-Winter-M,1.0,247.16,5.0,242.16,Moda,189.31,Mcmillan-Rhodes,189.31,52.849999999999994
order_688,user_6757,2025-05-27,Colombia,mobile,social,Sneakers-Urban-42,2.0,322.84,0.0,645.68,Moda,17.21,Greene-Smith,34.42,611.26
order_689,user_2378,2025-03-30,Mexico,mobile,social,Jacket-Winter-M,2.0,205.91,10.0,401.82,Moda,189.31,Mcmillan-Rhodes,378.62,23.19999999999999
order_690,user_7102,2025-03-10,Colombia,mobile,paid_search,Blender-XL-Red,2.0,122.08,0.0,244.16,Hogar,176.64,Long-Reid,353.28,-109.11999999999998
order_691,user_2547,2025-04-12,Argentina,desktop,organic,Sneakers-Urban-42,1.0,210.99,5.0,205.99,Moda,17.21,Greene-Smith,17.21,188.78
order_692,user_4116,2025-01-02,Argentina,desktop,organic,Blender-XL-Red,1.0,431.19,5.0,426.19,Hogar,176.64,Long-Reid,176.64,249.55
order_693,user_5133,2025-05-06,Argentina,mobile,social,Blender-XL-Red,2.0,468.02,10.0,926.04,Hogar,176.64,Long-Reid,353.28,572.76
order_694,user_3702,2025-01-18,Argentina,mobile,organic,Jacket-Winter-M,1.0,96.48,15.0,81.48,Moda,189.31,Mcmillan-Rhodes,189.31,-107.83
order_695,user_5103,2025-04-17,Mexico,mobile,social,Blender-XL-Red,1.0,216.77,5.0,211.77,Hogar,176.64,Long-Reid,176.64,35.130000000000024
order_696,user_2392,2025-06-17,Mexico,desktop,social,Tablet-Standard-64GB,2.0,282.98,0.0,565.96,Electrónica,25.21,Bowers LLC,50.42,515.5400000000001
order_697,user_743,2025-04-21,Colombia,mobile,social,Laptop-Gaming-16GB,2.0,198.5,0.0,397.0,Electrónica,280.68,"Fuller, Pena and Myers",561.36,-164.36
order_698,user_4225,2025-04-06,Mexico,desktop,social,Blender-XL-Red,2.0,205.19,0.0,410.38,Hogar,176.64,Long-Reid,353.28,57.10000000000002
order_699,user_823,2025-02-04,Mexico,mobile,social,Blender-XL-Red,2.0,81.48,0.0,162.96,Hogar,176.64,Long-Reid,353.28,-190.31999999999996
order_700,user_463,2025-02-16,Argentina,desktop,social,Vacuum-Pro-Black,2.0,142.43,10.0,274.86,Hogar,16.6,"Rivera, Carr and Finley",33.2,241.66000000000003
order_701,user_1038,2025-01-29,Mexico,mobile,organic,Blender-XL-Red,2.0,177.93,10.0,345.86,Hogar,176.64,Long-Reid,353.28,-7.419999999999959
order_702,user_994,2025-02-24,Colombia,desktop,organic,Laptop-Gaming-16GB,2.0,419.77,5.0,834.54,Electrónica,280.68,"Fuller, Pena and Myers",561.36,273.17999999999995
order_703,user_6654,2025-01-16,Mexico,mobile,organic,Blender-XL-Red,1.0,294.46,0.0,294.46,Hogar,176.64,Long-Reid,176.64,117.82
order_704,user_5078,2025-02-19,Colombia,desktop,organic,Jacket-Winter-M,1.0,235.91,15.0,220.91,Moda,189.31,Mcmillan-Rhodes,189.31,31.599999999999994
order_705,user_2738,2025-04-15,Argentina,mobile,organic,Jacket-Winter-M,1.0,67.54,5.0,62.540000000000006,Moda,189.31,Mcmillan-Rhodes,189.31,-126.77
order_706,user_6635,2025-06-09,Colombia,desktop,organic,Blender-XL-Red,1.0,193.21,5.0,188.21,Hogar,176.64,Long-Reid,176.64,11.570000000000022
order_707,user_7207,2025-06-12,Mexico,mobile,organic,Blender-XL-Red,1.0,421.5,10.0,411.5,Hogar,176.64,Long-Reid,176.64,234.86
order_708,user_1393,2025-03-17,Colombia,desktop,organic,Tablet-Standard-64GB,1.0,151.66,5.0,146.66,Electrónica,25.21,Bowers LLC,25.21,121.44999999999999
order_709,user_7782,2025-02-01,Mexico,mobile,organic,Phone-Pro-128GB,2.0,26.1,10.0,42.2,Electrónica,10.12,King Ltd,20.24,21.960000000000004
order_710,user_3571,2025-03-29,Argentina,mobile,paid_search,Vacuum-Pro-Black,2.0,64.42,15.0,113.84,Hogar,16.6,"Rivera, Carr and Finley",33.2,80.64
order_711,user_7769,2025-03-02,Argentina,desktop,organic,Phone-Pro-128GB,1.0,333.54,5.0,328.54,Electrónica,10.12,King Ltd,10.12,318.42
order_712,user_1384,2025-06-22,Colombia,desktop,social,Tablet-Standard-64GB,2.0,117.68,0.0,235.36,Electrónica,25.21,Bowers LLC,50.42,184.94
order_713,user_4855,2025-01-03,Colombia,desktop,social,Jacket-Winter-M,2.0,126.39,10.0,242.78,Moda,189.31,Mcmillan-Rhodes,378.62,-135.84
